,ticker,time,timestamp,price,open,high,low,close,volume,vwap,Nasdaq_price,Nasdaq_volume
58,AAPL,2017-10-05T14:20:00,1507227600,154.815,154.76,154.88,154.75,154.82,100780,154.82116,147.1275,63469
59,AAPL,2017-10-05T14:15:00,1507227300,154.79,154.845,154.86,154.72,154.76,120779,154.79719,147.125,144025
60,AAPL,2017-10-05T14:10:00,1507227000,154.8325,154.83,154.88,154.785,154.85,138745,154.83814,147.125,151634
61,AAPL,2017-10-05T14:05:00,1507226700,154.885,154.91,154.95,154.82,154.83,150569,154.88148,147.155,247784
62,AAPL,2017-10-05T14:00:00,1507226400,154.89085,154.86,154.9417,154.84,154.92,122188,154.89743,147.185,241549
63,AAPL,2017-10-05T13:55:00,1507226100,154.865,154.87,154.94,154.79,154.86,106006,154.85579,147.2075,137784
64,AAPL,2017-10-05T13:50:00,1507225800,154.875,154.9,154.94,154.81,154.86,128589,154.87483,147.185,80002
65,AAPL,2017-10-05T13:45:00,1507225500,154.925,154.92,154.98,154.87,154.89,83581,154.9228,147.1525,58726
66,AAPL,2017-10-05T13:40:00,1507225200,154.95995,155.01,155.05,154.8699,154.93,113712,154.95533,147.14,132436
67,AAPL,2017-10-05T13:35:00,1507224900,154.95,154.91,155.04,154.86,155.02,120064,154.95772,147.1575,67698
68,AAPL,2017-10-05T13:30:00,1507224600,154.945,155.01,155.02,154.87,154.91,96056,154.94952,147.155,75466
69,AAPL,2017-10-05T13:25:00,1507224300,154.965,154.91,155.04,154.89,155.01,112754,154.95809,147.17,100412
70,AAPL,2017-10-05T13:20:00,1507224000,154.87,154.82,154.94,154.8,154.91,123246,154.88466,147.12995,126932
71,AAPL,2017-10-05T13:15:00,1507223700,154.835,154.87,154.89,154.78,154.8299,135653,154.83206,147.095,152708
72,AAPL,2017-10-05T13:10:00,1507223400,154.925,155.0396,155.04,154.81,154.86,119676,154.9191,147.125,104040
73,AAPL,2017-10-05T13:05:00,1507223100,155.0025,154.97,155.05,154.955,155.0358,125904,154.99743,147.1455,125821
74,AAPL,2017-10-05T13:00:00,1507222800,154.905,154.905,154.99,154.82,154.98,151161,154.90991,147.0767,223966
75,AAPL,2017-10-05T12:55:00,1507222500,154.915,154.8858,154.95,154.88,154.8901,82783,154.91393,147.04375,146280
76,AAPL,2017-10-05T12:50:00,1507222200,155.025,155.17,155.17,154.88,154.88,134580,155.02397,147.08035,68154
77,AAPL,2017-10-05T12:45:00,1507221900,155.125,155.09,155.17,155.08,155.165,90656,155.13557,147.095,175389
78,AAPL,2017-10-05T12:40:00,1507221600,155.1,155.15,155.15,155.05,155.0899,120776,155.09472,147.075,226610
79,AAPL,2017-10-05T12:35:00,1507221300,155.16,155.12,155.22,155.1,155.15,93891,155.17171,147.1,176469
80,AAPL,2017-10-05T12:30:00,1507221000,155.125,155.13,155.2,155.05,155.12,133667,155.12606,147.105,359764
81,AAPL,2017-10-05T12:25:00,1507220700,155.14435,155.13,155.21,155.0787,155.1242,136538,155.13897,147.12,300577
82,AAPL,2017-10-05T12:20:00,1507220400,155.18,155.1,155.27,155.09,155.123,208809,155.17468,147.05995,370836
83,AAPL,2017-10-05T12:15:00,1507220100,155.075,155.05,155.14,155.01,155.1,170915,155.08389,146.93,578732
84,AAPL,2017-10-05T12:10:00,1507219800,154.995,154.9,155.1,154.89,155.0499,304894,155.00641,146.845,195652
85,AAPL,2017-10-05T12:05:00,1507219500,154.905,154.89,154.93,154.88,154.896,61837,154.90266,146.79455,50243
86,AAPL,2017-10-05T12:00:00,1507219200,154.86,154.8467,154.94,154.78,154.88,94540,154.88584,146.765,156861
87,AAPL,2017-10-05T11:55:00,1507218900,154.8323,154.89,154.9046,154.76,154.84,138511,154.83173,146.7245,80638
88,AAPL,2017-10-05T11:50:00,1507218600,154.88,154.94,154.96,154.8,154.9,146305,154.88441,146.735,88626
89,AAPL,2017-10-05T11:45:00,1507218300,154.9505,154.96,154.99,154.911,154.94,86289,154.95761,146.735,116746
90,AAPL,2017-10-05T11:40:00,1507218000,154.955,154.925,155,154.91,154.96,300505,154.96769,146.79,175398
91,AAPL,2017-10-05T11:35:00,1507217700,154.9,154.94,154.94,154.86,154.9299,102129,154.91807,146.77,202370
92,AAPL,2017-10-05T11:30:00,1507217400,154.91,154.8902,154.98,154.84,154.93,149231,154.92966,146.74,311901
93,AAPL,2017-10-05T11:25:00,1507217100,154.865,154.8,154.95,154.78,154.9,203696,154.87301,146.685,284344
94,AAPL,2017-10-05T11:20:00,1507216800,154.725,154.68,154.83,154.62,154.8,121567,154.71842,146.58,284776
95,AAPL,2017-10-05T11:15:00,1507216500,154.65995,154.7,154.7299,154.59,154.68,142680,154.64973,146.4775,87542
96,AAPL,2017-10-05T11:10:00,1507216200,154.715,154.655,154.78,154.65,154.71,106963,154.70116,146.4675,50364
97,AAPL,2017-10-05T11:05:00,1507215900,154.76,154.82,154.87,154.65,154.65,170516,154.78646,146.51,165147
98,AAPL,2017-10-05T11:00:00,1507215600,154.765,154.69,154.85,154.68,154.81,121055,154.78079,146.54505,159364
99,AAPL,2017-10-05T10:55:00,1507215300,154.74775,154.74,154.8255,154.67,154.69,180094,154.73845,146.5,126490
100,AAPL,2017-10-05T10:50:00,1507215000,154.745,154.78,154.87,154.62,154.74,259565,154.74435,146.5,99418
101,AAPL,2017-10-05T10:45:00,1507214700,154.78495,154.89,154.8999,154.67,154.78,237136,154.77184,146.56,85839
102,AAPL,2017-10-05T10:40:00,1507214400,154.955,155.03,155.06,154.85,154.9,233750,154.93311,146.5905,182893
103,AAPL,2017-10-05T10:35:00,1507214100,154.98,154.85,155.12,154.84,155.05,228102,154.98162,146.55,180461
104,AAPL,2017-10-05T10:30:00,1507213800,154.91,155.0092,155.06,154.76,154.85,332252,154.90436,146.49815,264444
105,AAPL,2017-10-05T10:25:00,1507213500,155.095,155.17,155.24,154.95,155,299615,155.0878,146.6,128301
106,AAPL,2017-10-05T10:20:00,1507213200,155.23235,155.21,155.32,155.1447,155.171,209424,155.22271,146.66625,150395
107,AAPL,2017-10-05T10:15:00,1507212900,155.16,155.24,155.27,155.05,155.21,281598,155.17244,146.6555,185382
108,AAPL,2017-10-05T10:10:00,1507212600,155.1975,155.175,155.245,155.15,155.235,211023,155.20454,146.61,80447
109,AAPL,2017-10-05T10:05:00,1507212300,155.1901,155.0602,155.32,155.0602,155.18,342513,155.21657,146.575,162991
110,AAPL,2017-10-05T10:00:00,1507212000,155.084,154.99,155.218,154.95,155.065,465096,155.08356,146.555,254728
111,AAPL,2017-10-05T09:55:00,1507211700,155.12005,155.3001,155.3401,154.9,154.99,466734,155.1302,146.575,262935
112,AAPL,2017-10-05T09:50:00,1507211400,155.255,155.22,155.35,155.16,155.3099,439795,155.25599,146.665,414937
113,AAPL,2017-10-05T09:45:00,1507211100,155.1412,154.99,155.3624,154.92,155.22,577370,155.13332,146.72,275158
114,AAPL,2017-10-05T09:40:00,1507210800,154.95,154.82,155.14,154.76,154.975,696673,154.96564,146.725,602312
115,AAPL,2017-10-05T09:35:00,1507210500,154.84065,154.86,154.99,154.6913,154.83,608876,154.894,146.8275,892458
116,AAPL,2017-10-05T09:30:00,1507210200,154.47,154.18,154.89,154.05,154.85,926755,154.4119,146.6825,1405462
117,AAPL,2017-10-05T09:25:00,1507209900,154.15,154.18,154.2,154.1,154.11,6052,154.14665,146.55,6820
118,AAPL,2017-10-05T09:20:00,1507209600,154.165,154.15,154.18,154.15,154.18,1100,154.17727,146.575,10420
119,AAPL,2017-10-05T09:15:00,1507209300,154.075,154.05,154.1,154.05,154.1,2274,154.07573,146.555,1437
120,AAPL,2017-10-05T09:10:00,1507209000,154.11,154.18,154.18,154.04,154.08,6859,154.12861,146.565,3040
121,AAPL,2017-10-05T09:05:00,1507208700,154.19,154.2,154.2,154.18,154.19,822,154.19238,146.555,3052
122,AAPL,2017-10-05T09:00:00,1507208400,154.22,154.24,154.24,154.2,154.23,3550,154.23451,146.575,7800
123,AAPL,2017-10-05T08:55:00,1507208100,154.225,154.26,154.26,154.19,154.19,200,154.225,146.555,7545
124,AAPL,2017-10-05T08:50:00,1507207800,154.23,154.19,154.27,154.19,154.26,17295,154.23053,146.535,4299
125,AAPL,2017-10-05T08:45:00,1507207500,154.125,154.12,154.15,154.1,154.15,9363,154.14264,146.58,2000
126,AAPL,2017-10-05T08:40:00,1507207200,154.03,154.04,154.05,154.01,154.02,2490,154.04041,146.56,8550
127,AAPL,2017-10-05T08:35:00,1507206900,154.105,154.12,154.15,154.06,154.1,3775,154.10386,146.59,8387
128,AAPL,2017-10-05T08:30:00,1507206600,154.16,154.16,154.2,154.12,154.19,2240,154.16295,146.61,11301
129,AAPL,2017-10-05T08:25:00,1507206300,154.19,154.22,154.23,154.15,154.19,1800,154.19889,146.59,10600
130,AAPL,2017-10-05T08:20:00,1507206000,154.17,154.12,154.24,154.1,154.22,3466,154.17886,146.505,3500
131,AAPL,2017-10-05T08:15:00,1507205700,154.14,154.12,154.18,154.1,154.1,3043,154.12972,146.495,2400
132,AAPL,2017-10-05T08:10:00,1507205400,154.05,153.9,154.2,153.9,154.19,13890,154.10976,146.475,18972
133,AAPL,2017-10-05T08:05:00,1507205100,153.935,153.9,153.97,153.9,153.95,1200,153.9325,146.385,9300
134,AAPL,2017-10-05T08:00:00,1507204800,153.87,153.8,153.95,153.79,153.95,7913,153.84177,146.405,13449
135,AAPL,2017-10-05T07:55:00,1507204500,153.79,153.78,153.8,153.78,153.8,2042,153.79417,146.355,8093
136,AAPL,2017-10-05T07:50:00,1507204200,153.725,153.71,153.74,153.71,153.74,472,153.73364,146.32,300
137,AAPL,2017-10-05T07:45:00,1507203900,153.715,153.71,153.72,153.71,153.72,200,153.715,146.305,2600
138,AAPL,2017-10-05T07:40:00,1507203600,153.74,153.74,153.74,153.74,153.74,200,153.74,146.275,1400
139,AAPL,2017-10-05T07:35:00,1507203300,153.695,153.69,153.7,153.69,153.7,270,153.69452,146.25,1000
140,AAPL,2017-10-05T07:25:00,1507202700,153.57,153.57,153.57,153.57,153.57,0,153.57,146.25,0
141,AAPL,2017-10-05T07:20:00,1507202400,153.67,153.67,153.67,153.67,153.67,143,153.67,146.23,4700
142,AAPL,2017-10-05T07:15:00,1507202100,153.57,153.57,153.57,153.57,153.57,0,153.57,146.23,0
143,AAPL,2017-10-05T07:10:00,1507201800,153.62,153.68,153.68,153.56,153.58,612,153.6417,146.23,0
144,AAPL,2017-10-05T07:05:00,1507201500,153.67,153.66,153.68,153.66,153.68,572,153.6635,146.23,0
145,AAPL,2017-10-05T07:00:00,1507201200,153.625,153.58,153.67,153.58,153.66,1100,153.64909,146.165,2500
146,AAPL,2017-10-05T06:45:00,1507200300,153.5,153.5,153.5,153.5,153.5,0,153.5,146.165,0
147,AAPL,2017-10-05T06:20:00,1507198800,153.5,153.5,153.5,153.5,153.5,306,153.5,146.165,0
148,AAPL,2017-10-05T06:10:00,1507198200,153.4,153.4,153.4,153.4,153.4,500,153.4,146.165,0
149,AAPL,2017-10-05T05:15:00,1507194900,153.5,153.5,153.5,153.5,153.5,574,153.5,146.165,0
150,AAPL,2017-10-05T04:35:00,1507192500,153.64,153.64,153.64,153.64,153.64,0,153.64,146.165,0
151,AAPL,2017-10-04T19:55:00,1507161300,153.54,153.54,153.54,153.54,153.54,3100,153.54,146.065,3300
152,AAPL,2017-10-04T19:45:00,1507160700,153.55,153.55,153.55,153.55,153.55,0,153.55,146.08,720
153,AAPL,2017-10-04T19:40:00,1507160400,153.56,153.56,153.56,153.56,153.56,636,153.56,146.08,140
154,AAPL,2017-10-04T19:35:00,1507160100,153.59,153.59,153.59,153.59,153.59,0,153.59,146.08,0
155,AAPL,2017-10-04T19:30:00,1507159800,153.565,153.59,153.59,153.54,153.54,1480,153.56365,146.08,0
156,AAPL,2017-10-04T19:25:00,1507159500,153.585,153.58,153.59,153.58,153.59,1496,153.58406,146.08,0
157,AAPL,2017-10-04T19:20:00,1507159200,153.54,153.54,153.54,153.54,153.54,130,153.54,146.08,0
158,AAPL,2017-10-04T19:05:00,1507158300,153.54,153.54,153.54,153.54,153.54,600,153.54,146.08,0
159,AAPL,2017-10-04T19:00:00,1507158000,153.59,153.59,153.59,153.59,153.59,400,153.59,146.08,0
160,AAPL,2017-10-04T18:55:00,1507157700,153.585,153.58,153.59,153.58,153.59,1000,153.58896,146.08,0
161,AAPL,2017-10-04T18:50:00,1507157400,153.59,153.59,153.59,153.59,153.59,150,153.59,146.07,700
162,AAPL,2017-10-04T18:45:00,1507157100,153.63,153.63,153.63,153.63,153.63,150,153.63,146.07,0
163,AAPL,2017-10-04T18:40:00,1507156800,153.59,153.59,153.59,153.59,153.59,2860,153.59,146.07,0
164,AAPL,2017-10-04T18:35:00,1507156500,153.55,153.55,153.55,153.55,153.55,500,153.55,146.07,0
165,AAPL,2017-10-04T18:30:00,1507156200,153.54,153.53,153.55,153.53,153.55,4387,153.54137,146.03,1000
166,AAPL,2017-10-04T18:25:00,1507155900,153.625,153.63,153.63,153.62,153.62,350,153.62571,146.045,885
167,AAPL,2017-10-04T18:20:00,1507155600,153.59,153.55,153.63,153.55,153.63,990,153.62192,146.045,0
168,AAPL,2017-10-04T18:15:00,1507155300,153.575,153.58,153.58,153.57,153.57,1300,153.57231,146.045,0
169,AAPL,2017-10-04T18:10:00,1507155000,153.605,153.6,153.62,153.59,153.59,2619,153.60067,146.045,0
170,AAPL,2017-10-04T18:05:00,1507154700,153.6,153.6,153.6,153.6,153.6,806,153.6,146.045,0
171,AAPL,2017-10-04T18:00:00,1507154400,153.605,153.61,153.61,153.6,153.6,1800,153.60944,146.045,0
172,AAPL,2017-10-04T17:55:00,1507154100,153.585,153.57,153.6,153.57,153.6,3200,153.59813,146.045,0
173,AAPL,2017-10-04T17:50:00,1507153800,153.59,153.61,153.61,153.57,153.57,4927,153.58453,146.045,0
174,AAPL,2017-10-04T17:45:00,1507153500,153.625,153.63,153.65,153.6,153.61,1934,153.62521,146.045,0
175,AAPL,2017-10-04T17:40:00,1507153200,153.65,153.68,153.68,153.62,153.64,4111,153.64943,146.045,0
176,AAPL,2017-10-04T17:35:00,1507152900,153.67,153.67,153.69,153.65,153.65,9076,153.66447,146.045,0
177,AAPL,2017-10-04T17:30:00,1507152600,153.675,153.64,153.71,153.64,153.69,10709,153.67511,146.045,0
178,AAPL,2017-10-04T17:25:00,1507152300,153.625,153.65,153.65,153.6,153.6,1001,153.605,146.045,0
179,AAPL,2017-10-04T17:20:00,1507152000,153.615,153.63,153.63,153.6,153.6,4458,153.62933,146.045,0
180,AAPL,2017-10-04T17:10:00,1507151400,153.605,153.6,153.62,153.59,153.62,2939,153.61231,146.045,0
181,AAPL,2017-10-04T17:05:00,1507151100,153.625,153.62,153.63,153.62,153.63,1853,153.62704,146.045,0
182,AAPL,2017-10-04T17:00:00,1507150800,153.575,153.6,153.6,153.55,153.56,1563,153.58145,146.045,0
183,AAPL,2017-10-04T16:50:00,1507150200,153.56,153.59,153.6,153.52,153.52,3086,153.54484,146.09,6100
184,AAPL,2017-10-04T16:45:00,1507149900,153.51,153.49,153.54,153.48,153.54,8611,153.5097,146.09,0
185,AAPL,2017-10-04T16:40:00,1507149600,153.46,153.5,153.5,153.42,153.42,1626,153.4938,146.09,0
186,AAPL,2017-10-04T16:35:00,1507149300,153.48,153.48,153.48,153.48,153.48,54374,153.48,146.1075,19217
187,AAPL,2017-10-04T16:30:00,1507149000,153.48,153.48,153.48,153.48,153.48,889,153.48,146.06,11202
188,AAPL,2017-10-04T16:25:00,1507148700,153.47,153.47,153.47,153.47,153.47,5729,153.47,146.04,1711
189,AAPL,2017-10-04T16:20:00,1507148400,153.42,153.42,153.42,153.42,153.42,397,153.42,146.03,400
190,AAPL,2017-10-04T16:15:00,1507148100,153.44,153.44,153.44,153.44,153.44,540,153.44,146,500
191,AAPL,2017-10-04T16:10:00,1507147800,153.41,153.41,153.41,153.41,153.41,115,153.41,146.045,522298
192,AAPL,2017-10-04T16:05:00,1507147500,153.42,153.44,153.44,153.4,153.4,1310,153.42137,146.025,94767
193,AAPL,2017-10-04T16:00:00,1507147200,153.435,153.47,153.48,153.39,153.44,1021942,153.47858,146.02,153543
194,AAPL,2017-10-04T15:55:00,1507146900,153.44,153.39,153.49,153.39,153.47,566013,153.44014,146,1708570
195,AAPL,2017-10-04T15:50:00,1507146600,153.49,153.41,153.63,153.35,153.4,389559,153.43245,146,645534
196,AAPL,2017-10-04T15:45:00,1507146300,153.41495,153.38,153.4799,153.35,153.405,266744,153.41245,146.005,209065
197,AAPL,2017-10-04T15:40:00,1507146000,153.375,153.39,153.43,153.32,153.39,206349,153.38288,146.0275,448343
198,AAPL,2017-10-04T15:35:00,1507145700,153.3857,153.31,153.4668,153.3046,153.39,188826,153.40144,146.055,185540
199,AAPL,2017-10-04T15:30:00,1507145400,153.25385,153.31,153.3277,153.18,153.315,158515,153.25393,145.992,183801
200,AAPL,2017-10-04T15:25:00,1507145100,153.35,153.3902,153.4,153.3,153.3193,89810,153.33955,146.035,155091
201,AAPL,2017-10-04T15:20:00,1507144800,153.375,153.39,153.42,153.33,153.39,130404,153.37864,146.0425,186809
202,AAPL,2017-10-04T15:15:00,1507144500,153.35,153.355,153.4,153.3,153.4,118820,153.3397,146.0255,128704
203,AAPL,2017-10-04T15:10:00,1507144200,153.36255,153.41,153.4101,153.315,153.35,107668,153.36883,145.995,64569
204,AAPL,2017-10-04T15:05:00,1507143900,153.3975,153.4,153.435,153.36,153.4,102235,153.39446,145.98,140318
205,AAPL,2017-10-04T15:00:00,1507143600,153.42,153.39,153.47,153.37,153.39,92733,153.41316,146.005,106765
206,AAPL,2017-10-04T14:55:00,1507143300,153.41,153.39,153.44,153.38,153.39,94660,153.40493,146.0075,96981
207,AAPL,2017-10-04T14:50:00,1507143000,153.372,153.34,153.419,153.325,153.38,116460,153.38128,145.9655,126318
208,AAPL,2017-10-04T14:45:00,1507142700,153.345,153.305,153.4,153.29,153.345,102360,153.33688,145.94,74730
209,AAPL,2017-10-04T14:40:00,1507142400,153.2725,153.305,153.315,153.23,153.3,70915,153.28209,145.895,212756
210,AAPL,2017-10-04T14:35:00,1507142100,153.32,153.28,153.36,153.28,153.3036,80534,153.315,145.92,87228
211,AAPL,2017-10-04T14:30:00,1507141800,153.315,153.3347,153.36,153.27,153.27,127836,153.30994,145.92,44114
212,AAPL,2017-10-04T14:25:00,1507141500,153.2572,153.233,153.3354,153.179,153.3354,126263,153.24204,145.865,113180
213,AAPL,2017-10-04T14:20:00,1507141200,153.2625,153.29,153.295,153.23,153.235,62604,153.25812,145.88875,30749
214,AAPL,2017-10-04T14:15:00,1507140900,153.25,153.245,153.3,153.2,153.29,88548,153.25166,145.87,161573
215,AAPL,2017-10-04T14:10:00,1507140600,153.23,153.21,153.27,153.19,153.2467,88142,153.23176,145.87,121514
216,AAPL,2017-10-04T14:05:00,1507140300,153.31,153.34,153.42,153.2,153.21,180381,153.29919,145.9245,157648
217,AAPL,2017-10-04T14:00:00,1507140000,153.35005,153.36,153.3901,153.31,153.3437,95683,153.35736,145.88,119237
218,AAPL,2017-10-04T13:55:00,1507139700,153.3324,153.3748,153.3748,153.29,153.36,102951,153.32706,145.82,73020
219,AAPL,2017-10-04T13:50:00,1507139400,153.33025,153.29,153.3905,153.27,153.38,102614,153.32886,145.78,227813
220,AAPL,2017-10-04T13:45:00,1507139100,153.2965,153.3246,153.34,153.253,153.28,109688,153.29788,145.745,279499
221,AAPL,2017-10-04T13:40:00,1507138800,153.2925,153.2801,153.355,153.23,153.3273,101621,153.29786,145.71,260526
222,AAPL,2017-10-04T13:35:00,1507138500,153.2895,153.45,153.459,153.12,153.28,319158,153.25976,145.765,1018697
223,AAPL,2017-10-04T13:30:00,1507138200,153.50355,153.5871,153.5871,153.42,153.45,163111,153.49715,145.95,101722
224,AAPL,2017-10-04T13:25:00,1507137900,153.5873,153.58,153.63,153.5446,153.585,42364,153.59112,145.985,56202
225,AAPL,2017-10-04T13:20:00,1507137600,153.56,153.51,153.63,153.49,153.59,98565,153.55596,145.955,231270
226,AAPL,2017-10-04T13:15:00,1507137300,153.495,153.54,153.57,153.42,153.52,156324,153.49289,145.96,253144
227,AAPL,2017-10-04T13:10:00,1507137000,153.50465,153.4899,153.5393,153.47,153.53,64778,153.50607,146.065,68152
228,AAPL,2017-10-04T13:05:00,1507136700,153.53225,153.5444,153.59,153.4745,153.4815,66825,153.53198,146.1,63479
229,AAPL,2017-10-04T13:00:00,1507136400,153.5848,153.59,153.6396,153.53,153.54,77573,153.59059,146.09335,114970
230,AAPL,2017-10-04T12:55:00,1507136100,153.61,153.6475,153.66,153.56,153.58,94035,153.6069,146.1102,137482
231,AAPL,2017-10-04T12:50:00,1507135800,153.53,153.43,153.65,153.41,153.65,92102,153.52802,146.0725,358154
